,goals,assists,saves,yellow_cards,red_cards,minutes_played,matches,goals_p90,assists_p90,saves_p90,cards_p90,cluster,name,country
805,1,0,0,0,0,235.0,2,0.3829787234042553,0.0,0.0,0.0,0,Carlos Aranda,Spain
806,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Sergio Ortega,Spain
807,0,0,0,1,0,108.0,1,0.0,0.0,0.0,0.8333333333333333,0,Fernando Vega,Spain
808,0,1,0,1,0,135.0,2,0.0,0.6666666666666667,0.0,0.6666666666666667,0,Achille Emaná,Cameroon
809,1,1,0,12,0,1400.0,19,0.06428571428571428,0.06428571428571428,0.0,0.7714285714285715,0,Raúl Baena,Spain
810,0,0,0,1,0,103.0,2,0.0,0.0,0.0,0.8737864077669902,0,Carlos Calvo,Spain
811,1,0,0,1,0,90.0,2,1.0,0.0,0.0,1.0,0,Daniel Osvaldo,Italy
812,0,0,0,2,0,246.0,4,0.0,0.0,0.0,0.7317073170731708,0,José Manuel Casado,Spain
813,0,4,0,8,0,2023.0,38,0.0,0.17795353435491842,0.0,0.35590706870983685,0,Maxwell,Brazil
814,0,0,0,2,0,316.0,6,0.0,0.0,0.0,0.569620253164557,0,Francis,Spain
815,1,0,0,0,0,26.0,2,3.4615384615384617,0.0,0.0,0.0,2,Gaizka Toquero,Spain
816,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Diego Colotto,Argentina
817,2,1,0,0,0,333.0,4,0.5405405405405406,0.2702702702702703,0.0,0.0,0,Jeffrén,Venezuela (Bolivarian Republic)
818,0,0,0,1,0,117.0,2,0.0,0.0,0.0,0.7692307692307693,0,Ayoze,Spain
819,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Pablo Sicilia,Spain
820,0,0,0,1,0,132.0,1,0.0,0.0,0.0,0.6818181818181819,0,Ezequiel Luna,Argentina
821,0,1,0,5,0,886.0,20,0.0,0.10158013544018057,0.0,0.5079006772009029,0,Alberto Lora,Spain
822,0,0,0,1,0,115.0,1,0.0,0.0,0.0,0.782608695652174,0,Cristian Portilla,Spain
823,1,0,0,2,0,219.0,3,0.410958904109589,0.0,0.0,0.821917808219178,0,Alberto Botía Rabasco,Spain
824,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Ángel Dealbert,Spain
825,0,0,0,1,0,174.0,2,0.0,0.0,0.0,0.5172413793103449,0,Alejandro Domínguez,Argentina
826,0,1,0,2,0,201.0,3,0.0,0.44776119402985076,0.0,0.8955223880597015,0,Hernán Bernardello,Argentina
827,0,2,0,1,0,45.0,1,0.0,4.0,0.0,2.0,0,Matteo Contini,Italy
828,0,0,0,1,0,153.0,2,0.0,0.0,0.0,0.5882352941176471,0,J. Jarošík,Czech Republic
829,0,1,0,7,0,1497.0,27,0.0,0.06012024048096193,0.0,0.42084168336673344,0,Weligton,Brazil
830,0,0,0,2,0,262.0,3,0.0,0.0,0.0,0.6870229007633587,0,Nabil Baha,Morocco
831,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Michaël Pereira,France
832,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Edson Ratinho,Brazil
833,0,0,0,1,0,113.0,1,0.0,0.0,0.0,0.7964601769911505,0,Álvaro Domínguez,Spain
834,0,1,0,1,0,45.0,1,0.0,2.0,0.0,2.0,0,Didier Zokora,Côte d'Ivoire
835,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Abdoulay Konko,France
836,0,0,0,2,0,90.0,2,0.0,0.0,0.0,2.0,0,Derek Boateng,Ghana
837,5,3,0,2,0,1324.0,15,0.33987915407854985,0.20392749244712993,0.0,0.13595166163141995,0,Miku Fedor,Venezuela (Bolivarian Republic)
838,1,1,0,1,0,616.0,11,0.14610389610389612,0.14610389610389612,0.0,0.14610389610389612,0,Manucho Gonçalves,Angola
839,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Henrique Sereno,Portugal
840,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Javier Baraja,Spain
841,0,0,0,1,0,180.0,3,0.0,0.0,0.0,0.5,0,José Carlos,Spain
842,0,0,0,1,0,238.0,3,0.0,0.0,0.0,0.37815126050420167,0,Marc Valiente,Spain
843,1,1,0,0,0,104.0,3,0.8653846153846154,0.8653846153846154,0.0,0.0,0,Nilmar,Brazil
844,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,André Castro,Portugal
845,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Maurizio Lanzaro,Italy
846,0,0,0,1,0,108.0,1,0.0,0.0,0.0,0.8333333333333333,0,Braulio Nóbrega,Spain
847,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Pablo Pintos,Uruguay
848,1,3,0,8,0,2087.0,22,0.04312410158121706,0.12937230474365116,0.0,0.34499281264973647,0,Álvaro Cejudo,Spain
849,0,0,0,2,0,301.0,3,0.0,0.0,0.0,0.5980066445182725,0,Tino Costa,Argentina
850,2,0,0,0,0,233.0,2,0.7725321888412017,0.0,0.0,0.0,0,Nelson Valdez,Paraguay
851,0,0,0,2,0,1453.0,31,0.0,0.0,0.0,0.12388162422573984,0,Javi Varas,Spain
852,0,0,0,1,0,226.0,6,0.0,0.0,0.0,0.39823008849557523,0,Jon Ansotegi Gorostola,Spain
853,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Fabián Vargas,Colombia
854,0,0,0,1,0,249.0,3,0.0,0.0,0.0,0.36144578313253006,0,Thievy Bifouma,Congo (Brazzaville)
855,4,2,0,1,0,1203.0,18,0.29925187032418954,0.14962593516209477,0.0,0.07481296758104738,0,Isaac Cuenca,Spain
856,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Dani Benítez,Spain
857,2,0,0,3,0,735.0,14,0.24489795918367346,0.0,0.0,0.3673469387755102,0,Guilherme Siqueira,Brazil
858,1,0,0,1,0,225.0,5,0.4,0.0,0.0,0.4,0,Diego Maínz,Spain
859,1,0,0,0,0,269.0,6,0.33457249070631967,0.0,0.0,0.0,0,Roque Santa Cruz,Paraguay
860,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Mario Fernández,Spain
861,2,3,0,3,0,816.0,12,0.22058823529411764,0.33088235294117646,0.0,0.33088235294117646,0,Piti,Spain
862,0,0,0,2,0,251.0,5,0.0,0.0,0.0,0.7171314741035857,0,Jordi Figueras,Spain
863,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Michu,Spain
864,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Marc Bertrán,Spain
865,3,4,0,10,0,1863.0,31,0.14492753623188406,0.1932367149758454,0.0,0.48309178743961356,0,Roberto Trashorras,Spain
866,0,0,0,2,0,90.0,2,0.0,0.0,0.0,2.0,0,Borja Gómez,Spain
867,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Javi Noblejas,Spain
868,0,0,0,2,0,1120.0,15,0.0,0.0,0.0,0.1607142857142857,0,Alexandre Dimitri Song-Billong,Cameroon
869,0,2,0,5,0,630.0,12,0.0,0.2857142857142857,0.0,0.7142857142857142,0,Roberto Lago,Spain
870,1,0,0,0,0,135.0,3,0.6666666666666667,0.0,0.0,0.0,0,Raoul Loé,Cameroon
871,0,0,0,2,0,261.0,5,0.0,0.0,0.0,0.689655172413793,0,Abdoul Karim Yoda,France
872,9,1,0,1,0,1518.0,21,0.533596837944664,0.05928853754940712,0.0,0.05928853754940712,0,Youssef El-Arabi,Morocco
873,0,0,0,1,0,102.0,1,0.0,0.0,0.0,0.8823529411764706,0,Antonio Floro Flores,Italy
874,0,0,0,1,0,315.0,7,0.0,0.0,0.0,0.2857142857142857,0,Beto,Portugal
875,0,0,0,1,0,159.0,2,0.0,0.0,0.0,0.5660377358490566,0,Andrija Delibašić,Montenegro
876,1,0,0,9,0,1235.0,18,0.0728744939271255,0.0,0.0,0.6558704453441295,0,Simão,Mozambique
877,0,0,0,3,0,407.0,6,0.0,0.0,0.0,0.6633906633906634,0,Jordi Xumetra,Spain
878,1,0,0,4,0,815.0,14,0.11042944785276074,0.0,0.0,0.44171779141104295,0,Antonio Amaya,Spain
879,0,1,0,0,0,113.0,1,0.0,0.7964601769911505,0.0,0.0,0,Nosa Igiebor,Nigeria
880,0,0,0,1,0,782.0,9,0.0,0.0,0.0,0.11508951406649617,0,Abraham González,Spain
881,0,0,0,1,0,3.0,1,0.0,0.0,0.0,30.0,0,Javier Aquino,Mexico
882,0,0,0,1,0,167.0,2,0.0,0.0,0.0,0.5389221556886228,0,Nikolaos Karabelas,Greece
883,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Bojan Jokić,Slovenia
884,0,0,0,2,0,405.0,9,0.0,0.0,0.0,0.4444444444444444,0,Marcos Angeleri,Argentina
885,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Sergio Pelegrín,Spain
886,0,0,0,4,0,533.0,12,0.0,0.0,0.0,0.6754221388367729,0,Aleksandar Pantić,Serbia
887,1,1,0,3,0,1302.0,13,0.06912442396313365,0.06912442396313365,0.0,0.2073732718894009,0,Víctor Álvarez,Spain
888,1,0,0,2,0,851.0,14,0.10575793184488837,0.0,0.0,0.21151586368977673,0,Oriol Riera,Spain
889,1,0,0,1,0,45.0,1,2.0,0.0,0.0,2.0,2,Fausto Rossi,Italy
890,0,0,0,1,0,860.0,10,0.0,0.0,0.0,0.10465116279069767,0,Nabil Ghilas,Algeria
891,0,0,0,4,0,1210.0,25,0.0,0.0,0.0,0.2975206611570248,0,Germán Lux,Argentina
892,0,0,0,2,0,581.0,10,0.0,0.0,0.0,0.3098106712564544,0,Arthur Boka,Côte d'Ivoire
893,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Lorenzo Reyes,Chile
894,0,0,0,1,0,110.0,1,0.0,0.0,0.0,0.8181818181818181,0,Dejan Dražić,Serbia
895,0,0,0,2,0,335.0,9,0.0,0.0,0.0,0.5373134328358209,0,Marcelo Díaz,Chile
896,0,1,0,0,0,293.0,4,0.0,0.30716723549488056,0.0,0.0,0,Josep Señé,Spain
897,0,1,0,7,0,1460.0,18,0.0,0.06164383561643836,0.0,0.4315068493150685,0,Petros,Brazil
898,2,2,0,3,0,360.0,8,0.5,0.5,0.0,0.75,0,Juan Manuel Vargas,Peru
899,0,1,0,0,0,368.0,5,0.0,0.24456521739130435,0.0,0.0,0,Ricky van Wolfswinkel,Netherlands
900,1,0,0,4,0,880.0,15,0.10227272727272727,0.0,0.0,0.40909090909090906,0,Heiko Westermann,Germany
901,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Jorge Morcillo,Spain
902,0,0,0,2,0,210.0,4,0.0,0.0,0.0,0.8571428571428572,0,Álvaro Pereira,Uruguay
903,0,0,0,6,0,743.0,16,0.0,0.0,0.0,0.7267833109017496,0,Santiago Vergini,Argentina
904,0,0,0,1,0,233.0,6,0.0,0.0,0.0,0.38626609442060084,0,Manu Fernández,Spain
905,0,1,0,1,0,402.0,8,0.0,0.22388059701492538,0.0,0.22388059701492538,0,Mauricio Cuero,Colombia
906,0,0,0,4,0,560.0,6,0.0,0.0,0.0,0.6428571428571428,0,Lucas Orbán,Argentina
907,0,0,0,1,0,718.0,14,0.0,0.0,0.0,0.12534818941504178,0,Aderllan Santos,Brazil
908,0,2,0,2,0,940.0,17,0.0,0.19148936170212766,0.0,0.19148936170212766,0,Benoît Trémoulinas,France
909,0,0,0,1,0,297.0,5,0.0,0.0,0.0,0.30303030303030304,0,Emmanuel Culio,Argentina
910,0,0,0,1,0,169.0,2,0.0,0.0,0.0,0.5325443786982248,0,Antolín Alcaraz,Paraguay
911,0,0,0,1,0,368.0,7,0.0,0.0,0.0,0.24456521739130435,0,Rachid Aït-Atmane,Algeria
912,1,0,0,0,0,602.0,12,0.14950166112956811,0.0,0.0,0.0,0,Carl Medjani,Algeria
913,0,0,0,1,0,91.0,1,0.0,0.0,0.0,0.989010989010989,0,Tachi Rodríguez,Spain
914,0,1,0,0,0,18.0,1,0.0,5.0,0.0,0.0,0,Matías Vargas,Argentina
915,0,1,0,2,0,255.0,3,0.0,0.3529411764705882,0.0,0.7058823529411764,0,Curro Sánchez,Spain
916,2,2,0,2,0,2101.0,21,0.08567348881485007,0.08567348881485007,0.0,0.08567348881485007,0,Pedri,Spain
917,7,0,0,1,0,1331.0,14,0.473328324567994,0.0,0.0,0.067618332081142,0,Ansu Fati,Spain
918,1,0,0,1,0,978.0,16,0.09202453987730062,0.0,0.0,0.09202453987730062,0,Ronald Araújo,Uruguay
919,0,0,0,1,0,263.0,5,0.0,0.0,0.0,0.34220532319391633,0,Ilaix Moriba,Guinea
920,1,0,0,0,0,792.0,9,0.11363636363636365,0.0,0.0,0.0,0,Dani Ndi,Cameroon
921,2,2,0,4,0,1595.0,20,0.11285266457680251,0.11285266457680251,0.0,0.22570532915360503,0,Óscar Mingueza,Spain
922,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,David Goldar,Spain
923,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Carlos Domínguez,Spain
924,0,0,0,1,0,143.0,2,0.0,0.0,0.0,0.6293706293706294,0,Miguel Muñoz,Spain
